Donna Christensen	http://www.ontheissues.org/House/Donna_Christensen.htm
Jon Christensen	http://www.ontheissues.org/House/Jon_Christensen.htm
Dick Chrysler	http://www.ontheissues.org/MI/Dick_Chrysler.htm
Jeff Clark	http://www.ontheissues.org/Senate2000/Jeff_Clark.htm
Wesley Clark	http://www.ontheissues.org/2004/Wesley_Clark.htm
Ray Clatworthy	http://www.issues2000.org/Ray_Clatworthy.htm
William Lacy Clay	http://www.ontheissues.org/House/Bill_Clay.htm
Eva Clayton	http://www.ontheissues.org/NC/Eva_Clayton.htm
Max Cleland	http://www.ontheissues.org/Senate/Max_Cleland.htm
Bob Clement	http://www.ontheissues.org/House/Bob_Clement.htm
Bill Clinger	http://www.ontheissues.org/PA/Bill_Clinger.htm
Bill Clinton	http://www.ontheissues.org/Bill_Clinton.htm
Hillary Clinton	http://www.ontheissues.org/Senate/Hillary_Clinton.htm
James Clyburn	http://www.ontheissues.org/House/James_Clyburn.htm
Daniel Coats	http://www.ontheissues.org/Senate/Daniel_Coats.htm
John Howard Coble	http://www.ontheissues.org/NC/John_Coble.htm
Tom Coburn	http://www.ontheissues.org/House/Tom_Coburn.htm
Thad Cochran	http://www.ontheissues.org/Senate/Thad_Cochran.htm
Burt Cohen	http://www.ontheissues.org/Senate/Burt_Cohen.htm
William Cohen	http://www.ontheissues.org/Senate/William_Cohen.htm
Tom Cole	http://www.OnTheIssues.org/House/Tom_Cole.htm
Norm Coleman	http://www.issues2000.org/Norm_Coleman.htm
Mac Collins	http://www.ontheissues.org/GA/Mac_Collins.htm
Susan Collins	http://www.ontheissues.org/Senate/Susan_Collins.htm
Larry Combest	http://www.ontheissues.org/TX/Larry_Combest.htm
Gary Condit	http://www.ontheissues.org/CA/Gary_Condit.htm
Kent Conrad	http://www.ontheissues.org/Senate/Kent_Conrad.htm
John Conyers	http://www.ontheissues.org/MI/John_Conyers.htm
Merrill Cook	http://www.ontheissues.org/House/Merrill_Cook.htm
John Cooksey	http://www.ontheissues.org/House/John_Cooksey.htm
Wes Cooley	http://www.ontheissues.org/House/Wes_Cooley.htm
Jim Cooper	http://www.OnTheIssues.org/House/Jim_Cooper.htm
Joyce Jansa Corcoran	http://www.issues2000.org/Joyce_Jansa_Corcoran.htm
John Cornyn	http://www.issues2000.org/John_Cornyn.htm
Jon Corzine	http://www.ontheissues.org/Senate/Jon_Corzine.htm
Jerry Costello	http://www.ontheissues.org/IL/Jerry_Costello.htm
Paul Coverdell	http://www.ontheissues.org/Senate/Paul_Coverdell.htm
Christopher Cox	http://www.ontheissues.org/CA/Christopher_Cox.htm
William Coyne	http://www.ontheissues.org/PA/William_Coyne.htm
Larry Craig	http://www.ontheissues.org/Senate/Larry_Craig.htm
Bud Cramer	http://www.ontheissues.org/House/Bud_Cramer.htm
Philip Crane	http://www.ontheissues.org/IL/Philip_Crane.htm
Michael Crapo	http://www.ontheissues.org/Senate/Michael_Crapo.htm
Robert Creedon	http://www.MassScorecard.org/MA_Senate/Robert_Creedon.htm
Cynthia Creem	http://www.MassScorecard.org/MA_Senate/Cynthia_Creem.htm
Frank Cremeans	http://www.ontheissues.org/OH/Frank_Cremeans.htm
Ander Crenshaw	http://www.ontheissues.org/FL/Ander_Crenshaw.htm
Joseph Crowley	http://www.ontheissues.org/NY/Joseph_Crowley.htm
Barbara Cubin	http://www.ontheissues.org/House/Barbara_Cubin.htm
John Culberson	http://www.ontheissues.org/TX/John_Culberson.htm
Elijah Cummings	http://www.ontheissues.org/House/Elijah_Cummings.htm
Duke Cunningham	http://www.ontheissues.org/CA/Duke_Cunningham.htm
