nickname	birthplace	money_raised	n_earmark_requested	n_vote_received	govtrack_id	n_bills_debated	amt_earmark_received	n_bills_enacted	amt_earmark_requested	wikipedia_url	pct_indiv	nominate	last_elected_year	pct_spent	pct_self	pct_pac	words_per_speech	bills_sponsored	religion	n_speeches	education	n_bills_introduced	pct_vote_received	n_bills_cosponsored	predictability	n_earmark_received
John	"Atlanta, GA"	1138257	102	1864202	400194	8	506726500	3	772636500	http://en.wikipedia.org/wiki/Johnny_Isakson	0.827011	0.544	2004	0.418931	0	0.15325	1206	"[""http://watchdog.net/b/us/108/h1579#it"",""http://watchdog.net/b/us/108/h1691#it"",""http://watchdog.net/b/us/108/h2036#it"",""http://watchdog.net/b/us/108/h462#it"",""http://watchdog.net/b/us/108/h928#it"",""http://watchdog.net/b/us/108/h929#it"",""http://watchdog.net/b/us/108/hr332#it"",""http://watchdog.net/b/us/108/hr594#it"",""http://watchdog.net/b/us/109/s1149#it"",""http://watchdog.net/b/us/109/s2015#it"",""http://watchdog.net/b/us/109/s2122#it"",""http://watchdog.net/b/us/109/s2182#it"",""http://watchdog.net/b/us/109/s2187#it"",""http://watchdog.net/b/us/109/s2258#it"",""http://watchdog.net/b/us/109/s2394#it"",""http://watchdog.net/b/us/109/s2688#it"",""http://watchdog.net/b/us/109/s2971#it"",""http://watchdog.net/b/us/109/s2972#it"",""http://watchdog.net/b/us/109/s2973#it"",""http://watchdog.net/b/us/109/s2974#it"",""http://watchdog.net/b/us/109/s2975#it"",""http://watchdog.net/b/us/109/s2976#it"",""http://watchdog.net/b/us/109/s2977#it"",""http://watchdog.net/b/us/109/s2978#it"",""http://watchdog.net/b/us/109/s2979#it"",""http://watchdog.net/b/us/109/s2980#it"",""http://watchdog.net/b/us/109/s2981#it"",""http://watchdog.net/b/us/109/s2982#it"",""http://watchdog.net/b/us/109/s3603#it"",""http://watchdog.net/b/us/109/s3604#it"",""http://watchdog.net/b/us/109/s3812#it"",""http://watchdog.net/b/us/109/s3881#it"",""http://watchdog.net/b/us/109/s3987#it"",""http://watchdog.net/b/us/109/s4050#it"",""http://watchdog.net/b/us/109/s4056#it"",""http://watchdog.net/b/us/109/s655#it"",""http://watchdog.net/b/us/109/s861#it"",""http://watchdog.net/b/us/109/sc69#it"",""http://watchdog.net/b/us/109/sc81#it"",""http://watchdog.net/b/us/109/sr389#it"",""http://watchdog.net/b/us/109/sr541#it"",""http://watchdog.net/b/us/110/s1396#it"",""http://watchdog.net/b/us/110/s1568#it"",""http://watchdog.net/b/us/110/s1861#it"",""http://watchdog.net/b/us/110/s1909#it"",""http://watchdog.net/b/us/110/s2161#it"",""http://watchdog.net/b/us/110/s2165#it"",""http://watchdog.net/b/us/110/s2566#it"",""http://watchdog.net/b/us/110/s2649#it"",""http://watchdog.net/b/us/110/s2728#it"",""http://watchdog.net/b/us/110/s330#it"",""http://watchdog.net/b/us/110/s51#it"",""http://watchdog.net/b/us/110/s52#it"",""http://watchdog.net/b/us/110/s747#it"",""http://watchdog.net/b/us/110/s846#it"",""http://watchdog.net/b/us/110/s870#it"",""http://watchdog.net/b/us/110/s885#it"",""http://watchdog.net/b/us/110/sr230#it"",""http://watchdog.net/b/us/110/sr255#it"",""http://watchdog.net/b/us/110/sr307#it"",""http://watchdog.net/b/us/110/sr325#it"",""http://watchdog.net/b/us/110/sr447#it"",""http://watchdog.net/b/us/110/sr461#it"",""http://watchdog.net/b/us/110/sr464#it"",""http://watchdog.net/b/us/110/sr471#it"",""http://watchdog.net/b/us/110/s50#it""]"	Methodist	14	"BBA, The University of Georgia, 1966."	73	58	1225	0.92437	96
Bill	"Miami, FL"	787097	135	2890548	300078	17	567390700	6	1235693200	http://en.wikipedia.org/wiki/Bill_Nelson_%28politician%29	0.579681	-0.32	2006	0.51882	0	0.240263	1007	"[""http://watchdog.net/b/us/108/s1052#it"",""http://watchdog.net/b/us/108/s1436#it"",""http://watchdog.net/b/us/108/s1458#it"",""http://watchdog.net/b/us/108/s1672#it"",""http://watchdog.net/b/us/108/s2150#it"",""http://watchdog.net/b/us/108/s236#it"",""http://watchdog.net/b/us/108/s2416#it"",""http://watchdog.net/b/us/108/s2472#it"",""http://watchdog.net/b/us/108/s2481#it"",""http://watchdog.net/b/us/108/s2545#it"",""http://watchdog.net/b/us/108/s257#it"",""http://watchdog.net/b/us/108/s2626#it"",""http://watchdog.net/b/us/108/s2711#it"",""http://watchdog.net/b/us/108/s3030#it"",""http://watchdog.net/b/us/108/s326#it"",""http://watchdog.net/b/us/108/s337#it"",""http://watchdog.net/b/us/108/s345#it"",""http://watchdog.net/b/us/108/s585#it"",""http://watchdog.net/b/us/108/s766#it"",""http://watchdog.net/b/us/108/s789#it"",""http://watchdog.net/b/us/108/sc147#it"",""http://watchdog.net/b/us/108/sc152#it"",""http://watchdog.net/b/us/108/sr228#it"",""http://watchdog.net/b/us/108/sr254#it"",""http://watchdog.net/b/us/108/sr26#it"",""http://watchdog.net/b/us/108/sr305#it"",""http://watchdog.net/b/us/108/sr328#it"",""http://watchdog.net/b/us/108/sr381#it"",""http://watchdog.net/b/us/108/sr383#it"",""http://watchdog.net/b/us/108/sr391#it"",""http://watchdog.net/b/us/108/sr87#it"",""http://watchdog.net/b/us/108/sr97#it"",""http://watchdog.net/b/us/109/s1059#it"",""http://watchdog.net/b/us/109/s1063#it"",""http://watchdog.net/b/us/109/s1168#it"",""http://watchdog.net/b/us/109/s1407#it"",""http://watchdog.net/b/us/109/s145#it"",""http://watchdog.net/b/us/109/s1612#it"",""http://watchdog.net/b/us/109/s1640#it"",""http://watchdog.net/b/us/109/s1744#it"",""http://watchdog.net/b/us/109/s1841#it"",""http://watchdog.net/b/us/109/s185#it"",""http://watchdog.net/b/us/109/s1974#it"",""http://watchdog.net/b/us/109/s2080#it"",""http://watchdog.net/b/us/109/s2084#it"",""http://watchdog.net/b/us/109/s2354#it"",""http://watchdog.net/b/us/109/s2391#it"",""http://watchdog.net/b/us/109/s2436#it"",""http://watchdog.net/b/us/109/s2630#it"",""http://watchdog.net/b/us/109/s2682#it"",""http://watchdog.net/b/us/109/s2719#it"",""http://watchdog.net/b/us/109/s3114#it"",""http://watchdog.net/b/us/109/s3115#it"",""http://watchdog.net/b/us/109/s3116#it"",""http://watchdog.net/b/us/109/s3117#it"",""http://watchdog.net/b/us/109/s347#it"",""http://watchdog.net/b/us/109/s3666#it"",""http://watchdog.net/b/us/109/s3748#it"",""http://watchdog.net/b/us/109/s402#it"",""http://watchdog.net/b/us/109/s500#it"",""http://watchdog.net/b/us/109/s570#it"",""http://watchdog.net/b/us/109/s744#it"",""http://watchdog.net/b/us/109/s801#it"",""http://watchdog.net/b/us/109/s892#it"",""http://watchdog.net/b/us/109/s980#it"",""http://watchdog.net/b/us/109/sc4#it"",""http://watchdog.net/b/us/109/sc68#it"",""http://watchdog.net/b/us/109/sc91#it"",""http://watchdog.net/b/us/109/sr409#it"",""http://watchdog.net/b/us/109/sr430#it"",""http://watchdog.net/b/us/109/sr466#it"",""http://watchdog.net/b/us/109/sr476#it"",""http://watchdog.net/b/us/109/sr604#it"",""http://watchdog.net/b/us/110/s2804#it"",""http://watchdog.net/b/us/110/s1143#it"",""http://watchdog.net/b/us/110/s1385#it"",""http://watchdog.net/b/us/110/s1470#it"",""http://watchdog.net/b/us/110/s1510#it"",""http://watchdog.net/b/us/110/s1520#it"",""http://watchdog.net/b/us/110/s1785#it"",""http://watchdog.net/b/us/110/s1833#it"",""http://watchdog.net/b/us/110/s2024#it"",""http://watchdog.net/b/us/110/s2089#it"",""http://watchdog.net/b/us/110/s2159#it"",""http://watchdog.net/b/us/110/s2226#it"",""http://watchdog.net/b/us/110/s2295#it"",""http://watchdog.net/b/us/110/s2482#it"",""http://watchdog.net/b/us/110/s2491#it"",""http://watchdog.net/b/us/110/s2503#it"",""http://watchdog.net/b/us/110/s2504#it"",""http://watchdog.net/b/us/110/s2548#it"",""http://watchdog.net/b/us/110/s292#it"",""http://watchdog.net/b/us/110/s2766#it"",""http://watchdog.net/b/us/110/s2803#it"",""http://watchdog.net/b/us/110/s2998#it"",""http://watchdog.net/b/us/110/s3100#it"",""http://watchdog.net/b/us/110/s3134#it"",""http://watchdog.net/b/us/110/s3135#it"",""http://watchdog.net/b/us/110/s3152#it"",""http://watchdog.net/b/us/110/s3366#it"",""http://watchdog.net/b/us/110/s3369#it"",""http://watchdog.net/b/us/110/s353#it"",""http://watchdog.net/b/us/110/s3547#it"",""http://watchdog.net/b/us/110/s3638#it"",""http://watchdog.net/b/us/110/s465#it"",""http://watchdog.net/b/us/110/s514#it"",""http://watchdog.net/b/us/110/s559#it"",""http://watchdog.net/b/us/110/s588#it"",""http://watchdog.net/b/us/110/s749#it"",""http://watchdog.net/b/us/110/s926#it"",""http://watchdog.net/b/us/110/s927#it"",""http://watchdog.net/b/us/110/s928#it"",""http://watchdog.net/b/us/110/s934#it"",""http://watchdog.net/b/us/110/s935#it"",""http://watchdog.net/b/us/110/sc105#it"",""http://watchdog.net/b/us/110/sc106#it"",""http://watchdog.net/b/us/110/sc29#it"",""http://watchdog.net/b/us/110/sc53#it"",""http://watchdog.net/b/us/110/sj39#it"",""http://watchdog.net/b/us/110/sr148#it"",""http://watchdog.net/b/us/110/sr229#it"",""http://watchdog.net/b/us/110/sr25#it"",""http://watchdog.net/b/us/110/sr392#it"",""http://watchdog.net/b/us/110/sr410#it"",""http://watchdog.net/b/us/110/sr603#it"",""http://watchdog.net/b/us/110/sr627#it"",""http://watchdog.net/b/us/110/sr651#it"",""http://watchdog.net/b/us/110/sr660#it"",""http://watchdog.net/b/us/111/s30#it"",""http://watchdog.net/b/us/110/s428#it"",""http://watchdog.net/b/us/110/s704#it""]"	Presbyterian	22	"JD, University of Virginia, 1968 BA, Yale University, 1965."	120	60	648	0.936111	115
Frank	"Paterson, NJ"	5694173	243	1138193	300064	18	346193683	1	483948635	http://en.wikipedia.org/wiki/Frank_Lautenberg	0.639053	-0.573	2002	0.522669	0.000807843	0.175226	1007	"[""http://watchdog.net/b/us/108/s1140#it"",""http://watchdog.net/b/us/108/s1141#it"",""http://watchdog.net/b/us/108/s1431#it"",""http://watchdog.net/b/us/108/s1882#it"",""http://watchdog.net/b/us/108/s1953#it"",""http://watchdog.net/b/us/108/s2105#it"",""http://watchdog.net/b/us/108/s2142#it"",""http://watchdog.net/b/us/108/s2246#it"",""http://watchdog.net/b/us/108/s2247#it"",""http://watchdog.net/b/us/108/s2248#it"",""http://watchdog.net/b/us/108/s2473#it"",""http://watchdog.net/b/us/108/s2601#it"",""http://watchdog.net/b/us/108/s2624#it"",""http://watchdog.net/b/us/108/s2731#it"",""http://watchdog.net/b/us/108/s2800#it"",""http://watchdog.net/b/us/108/s3035#it"",""http://watchdog.net/b/us/108/s338#it"",""http://watchdog.net/b/us/108/s921#it"",""http://watchdog.net/b/us/108/s969#it"",""http://watchdog.net/b/us/108/sc13#it"",""http://watchdog.net/b/us/108/sc132#it"",""http://watchdog.net/b/us/108/sc139#it"",""http://watchdog.net/b/us/108/sr143#it"",""http://watchdog.net/b/us/108/sr247#it"",""http://watchdog.net/b/us/108/sr318#it"",""http://watchdog.net/b/us/108/sr433#it"",""http://watchdog.net/b/us/108/sr451#it"",""http://watchdog.net/b/us/108/sr479#it"",""http://watchdog.net/b/us/109/s1232#it"",""http://watchdog.net/b/us/109/s1294#it"",""http://watchdog.net/b/us/109/s1391#it"",""http://watchdog.net/b/us/109/s1428#it"",""http://watchdog.net/b/us/109/s1465#it"",""http://watchdog.net/b/us/109/s1623#it"",""http://watchdog.net/b/us/109/s1624#it"",""http://watchdog.net/b/us/109/s1625#it"",""http://watchdog.net/b/us/109/s1626#it"",""http://watchdog.net/b/us/109/s1607#it"",""http://watchdog.net/b/us/109/s1619#it"",""http://watchdog.net/b/us/109/s1635#it"",""http://watchdog.net/b/us/109/s1885#it"",""http://watchdog.net/b/us/109/s2026#it"",""http://watchdog.net/b/us/109/s2086#it"",""http://watchdog.net/b/us/109/s2181#it"",""http://watchdog.net/b/us/109/s2285#it"",""http://watchdog.net/b/us/109/s2367#it"",""http://watchdog.net/b/us/109/s237#it"",""http://watchdog.net/b/us/109/s2486#it"",""http://watchdog.net/b/us/109/s2493#it"",""http://watchdog.net/b/us/109/s2617#it"",""http://watchdog.net/b/us/109/s266#it"",""http://watchdog.net/b/us/109/s2723#it"",""http://watchdog.net/b/us/109/s304#it"",""http://watchdog.net/b/us/109/s308#it"",""http://watchdog.net/b/us/109/s3202#it"",""http://watchdog.net/b/us/109/s3203#it"",""http://watchdog.net/b/us/109/s3204#it"",""http://watchdog.net/b/us/109/s3205#it"",""http://watchdog.net/b/us/109/s3206#it"",""http://watchdog.net/b/us/109/s3207#it"",""http://watchdog.net/b/us/109/s3208#it"",""http://watchdog.net/b/us/109/s3209#it"",""http://watchdog.net/b/us/109/s3210#it"",""http://watchdog.net/b/us/109/s3211#it"",""http://watchdog.net/b/us/109/s3212#it"",""http://watchdog.net/b/us/109/s3213#it"",""http://watchdog.net/b/us/109/s3214#it"",""http://watchdog.net/b/us/109/s3304#it"",""http://watchdog.net/b/us/109/s3305#it"",""http://watchdog.net/b/us/109/s3324#it"",""http://watchdog.net/b/us/109/s368#it"",""http://watchdog.net/b/us/109/s3764#it"",""http://watchdog.net/b/us/109/s3783#it"",""http://watchdog.net/b/us/109/s3872#it"",""http://watchdog.net/b/us/109/s391#it"",""http://watchdog.net/b/us/109/s3942#it"",""http://watchdog.net/b/us/109/s3944#it"",""http://watchdog.net/b/us/109/s4059#it"",""http://watchdog.net/b/us/109/s4109#it"",""http://watchdog.net/b/us/109/s4118#it"",""http://watchdog.net/b/us/109/s48#it"",""http://watchdog.net/b/us/109/s527#it"",""http://watchdog.net/b/us/109/s578#it"",""http://watchdog.net/b/us/109/s645#it"",""http://watchdog.net/b/us/109/s683#it"",""http://watchdog.net/b/us/109/s698#it"",""http://watchdog.net/b/us/109/s699#it"",""http://watchdog.net/b/us/109/s700#it"",""http://watchdog.net/b/us/109/s701#it"",""http://watchdog.net/b/us/109/s752#it"",""http://watchdog.net/b/us/109/s809#it"",""http://watchdog.net/b/us/109/s904#it"",""http://watchdog.net/b/us/109/s95#it"",""http://watchdog.net/b/us/109/s967#it"",""http://watchdog.net/b/us/109/sc86#it"",""http://watchdog.net/b/us/109/sr192#it"",""http://watchdog.net/b/us/109/sr262#it"",""http://watchdog.net/b/us/109/sr292#it"",""http://watchdog.net/b/us/109/sr310#it"",""http://watchdog.net/b/us/109/sr338#it"",""http://watchdog.net/b/us/109/sr417#it"",""http://watchdog.net/b/us/109/sr454#it"",""http://watchdog.net/b/us/109/sr478#it"",""http://watchdog.net/b/us/109/sr502#it"",""http://watchdog.net/b/us/109/sr504#it"",""http://watchdog.net/b/us/109/sr633#it"",""http://watchdog.net/b/us/109/sr99#it"",""http://watchdog.net/b/us/110/s1039#it"",""http://watchdog.net/b/us/110/s1234#it"",""http://watchdog.net/b/us/110/s1237#it"",""http://watchdog.net/b/us/110/s1411#it"",""http://watchdog.net/b/us/110/s148#it"",""http://watchdog.net/b/us/110/s1506#it"",""http://watchdog.net/b/us/110/s1535#it"",""http://watchdog.net/b/us/110/s1555#it"",""http://watchdog.net/b/us/110/s1575#it"",""http://watchdog.net/b/us/110/s1581#it"",""http://watchdog.net/b/us/110/s1594#it"",""http://watchdog.net/b/us/110/s1778#it"",""http://watchdog.net/b/us/110/s1835#it"",""http://watchdog.net/b/us/110/s1836#it"",""http://watchdog.net/b/us/110/s1889#it"",""http://watchdog.net/b/us/110/s1944#it"",""http://watchdog.net/b/us/110/s2080#it"",""http://watchdog.net/b/us/110/s2493#it"",""http://watchdog.net/b/us/110/s2577#it"",""http://watchdog.net/b/us/110/s2685#it"",""http://watchdog.net/b/us/110/s2699#it"",""http://watchdog.net/b/us/110/s2700#it"",""http://watchdog.net/b/us/110/s2844#it"",""http://watchdog.net/b/us/110/s2912#it"",""http://watchdog.net/b/us/110/s2935#it"",""http://watchdog.net/b/us/110/s2941#it"",""http://watchdog.net/b/us/110/s2964#it"",""http://watchdog.net/b/us/110/s2976#it"",""http://watchdog.net/b/us/110/s2983#it"",""http://watchdog.net/b/us/110/s2997#it"",""http://watchdog.net/b/us/110/s3021#it"",""http://watchdog.net/b/us/110/s3040#it"",""http://watchdog.net/b/us/110/s3060#it"",""http://watchdog.net/b/us/110/s3094#it"",""http://watchdog.net/b/us/110/s3115#it"",""http://watchdog.net/b/us/110/s3174#it"",""http://watchdog.net/b/us/110/s3198#it"",""http://watchdog.net/b/us/110/s3199#it"",""http://watchdog.net/b/us/110/s3416#it"",""http://watchdog.net/b/us/110/s3475#it"",""http://watchdog.net/b/us/110/s3500#it"",""http://watchdog.net/b/us/110/s354#it"",""http://watchdog.net/b/us/110/s3582#it"",""http://watchdog.net/b/us/110/s3634#it"",""http://watchdog.net/b/us/110/s3667#it"",""http://watchdog.net/b/us/110/s604#it"",""http://watchdog.net/b/us/110/s615#it"",""http://watchdog.net/b/us/110/s719#it"",""http://watchdog.net/b/us/110/s836#it"",""http://watchdog.net/b/us/110/s918#it"",""http://watchdog.net/b/us/110/s972#it"",""http://watchdog.net/b/us/110/sr156#it"",""http://watchdog.net/b/us/110/sr226#it"",""http://watchdog.net/b/us/110/sr243#it"",""http://watchdog.net/b/us/110/sr269#it"",""http://watchdog.net/b/us/110/sr354#it"",""http://watchdog.net/b/us/110/sr557#it"",""http://watchdog.net/b/us/110/sr693#it"",""http://watchdog.net/b/us/110/sr85#it"",""http://watchdog.net/b/us/111/s159#it"",""http://watchdog.net/b/us/110/s1853#it"",""http://watchdog.net/b/us/110/s595#it"",""http://watchdog.net/b/us/110/s294#it"",""http://watchdog.net/b/us/110/s506#it""]"	Jewish	15	"BS, Economics, Columbia University School of Business, 1949."	140	54	1021	0.969697	221
Pat	"Topeka, KS"	3205322	62	641075	300083	25	207113600	8	352810000	http://en.wikipedia.org/wiki/Pat_Roberts	0.357443	0.376	2002	0.281096	0	0.451785	1651	"[""http://watchdog.net/b/us/108/s1025#it"",""http://watchdog.net/b/us/108/s124#it"",""http://watchdog.net/b/us/108/s1246#it"",""http://watchdog.net/b/us/108/s125#it"",""http://watchdog.net/b/us/108/s1718#it"",""http://watchdog.net/b/us/108/s1877#it"",""http://watchdog.net/b/us/108/s206#it"",""http://watchdog.net/b/us/108/s2103#it"",""http://watchdog.net/b/us/108/s2136#it"",""http://watchdog.net/b/us/108/s2265#it"",""http://watchdog.net/b/us/108/s2386#it"",""http://watchdog.net/b/us/108/s388#it"",""http://watchdog.net/b/us/108/s389#it"",""http://watchdog.net/b/us/108/sr27#it"",""http://watchdog.net/b/us/108/sr31#it"",""http://watchdog.net/b/us/109/s1025#it"",""http://watchdog.net/b/us/109/s1266#it"",""http://watchdog.net/b/us/109/s1570#it"",""http://watchdog.net/b/us/109/s1742#it"",""http://watchdog.net/b/us/109/s1803#it"",""http://watchdog.net/b/us/109/s1962#it"",""http://watchdog.net/b/us/109/s2052#it"",""http://watchdog.net/b/us/109/s233#it"",""http://watchdog.net/b/us/109/s2994#it"",""http://watchdog.net/b/us/109/s3237#it"",""http://watchdog.net/b/us/109/s3814#it"",""http://watchdog.net/b/us/109/s643#it"",""http://watchdog.net/b/us/109/s713#it"",""http://watchdog.net/b/us/109/sr22#it"",""http://watchdog.net/b/us/109/sr329#it"",""http://watchdog.net/b/us/110/s1423#it"",""http://watchdog.net/b/us/110/s1439#it"",""http://watchdog.net/b/us/110/s1484#it"",""http://watchdog.net/b/us/110/s1532#it"",""http://watchdog.net/b/us/110/s1702#it"",""http://watchdog.net/b/us/110/s1772#it"",""http://watchdog.net/b/us/110/s1788#it"",""http://watchdog.net/b/us/110/s2218#it"",""http://watchdog.net/b/us/110/s2247#it"",""http://watchdog.net/b/us/110/s2264#it"",""http://watchdog.net/b/us/110/s228#it"",""http://watchdog.net/b/us/110/s2378#it"",""http://watchdog.net/b/us/110/s2475#it"",""http://watchdog.net/b/us/110/s3203#it"",""http://watchdog.net/b/us/110/s3337#it"",""http://watchdog.net/b/us/110/s3456#it"",""http://watchdog.net/b/us/110/s544#it"",""http://watchdog.net/b/us/110/s551#it"",""http://watchdog.net/b/us/110/s839#it"",""http://watchdog.net/b/us/110/sr190#it"",""http://watchdog.net/b/us/110/sr505#it"",""http://watchdog.net/b/us/110/sr565#it"",""http://watchdog.net/b/us/110/sr666#it"",""http://watchdog.net/b/us/110/s638#it""]"	Methodist	8	"BA, Journalism, Kansas State University, 1958."	117	83	980	0.899441	57
Jon	"Oakland, NE"	276633	31	814398	300062	47	72815500	15	128930000	http://en.wikipedia.org/wiki/Jon_Kyl	0.166759	0.637	2006	1.27338	0	0.140077	1994	"[""http://watchdog.net/b/us/108/s113#it"",""http://watchdog.net/b/us/108/s1183#it"",""http://watchdog.net/b/us/108/s1195#it"",""http://watchdog.net/b/us/108/s123#it"",""http://watchdog.net/b/us/108/s13#it"",""http://watchdog.net/b/us/108/s145#it"",""http://watchdog.net/b/us/108/s1511#it"",""http://watchdog.net/b/us/108/s1606#it"",""http://watchdog.net/b/us/108/s169#it"",""http://watchdog.net/b/us/108/s1828#it"",""http://watchdog.net/b/us/108/s222#it"",""http://watchdog.net/b/us/108/s2329#it"",""http://watchdog.net/b/us/108/s2476#it"",""http://watchdog.net/b/us/108/s2503#it"",""http://watchdog.net/b/us/108/s2555#it"",""http://watchdog.net/b/us/108/s2679#it"",""http://watchdog.net/b/us/108/s2760#it"",""http://watchdog.net/b/us/108/s2957#it"",""http://watchdog.net/b/us/108/s32#it"",""http://watchdog.net/b/us/108/s412#it"",""http://watchdog.net/b/us/108/s437#it"",""http://watchdog.net/b/us/108/s541#it"",""http://watchdog.net/b/us/108/s627#it"",""http://watchdog.net/b/us/108/s887#it"",""http://watchdog.net/b/us/108/s96#it"",""http://watchdog.net/b/us/108/sj1#it"",""http://watchdog.net/b/us/108/sj20#it"",""http://watchdog.net/b/us/108/sj21#it"",""http://watchdog.net/b/us/108/sr110#it"",""http://watchdog.net/b/us/108/sr184#it"",""http://watchdog.net/b/us/109/s1006#it"",""http://watchdog.net/b/us/109/s1046#it"",""http://watchdog.net/b/us/109/s1081#it"",""http://watchdog.net/b/us/109/s1088#it"",""http://watchdog.net/b/us/109/s1122#it"",""http://watchdog.net/b/us/109/s1529#it"",""http://watchdog.net/b/us/109/s1605#it"",""http://watchdog.net/b/us/109/s1606#it"",""http://watchdog.net/b/us/109/s1689#it"",""http://watchdog.net/b/us/109/s1693#it"",""http://watchdog.net/b/us/109/s180#it"",""http://watchdog.net/b/us/109/s1940#it"",""http://watchdog.net/b/us/109/s2120#it"",""http://watchdog.net/b/us/109/s2466#it"",""http://watchdog.net/b/us/109/s2705#it"",""http://watchdog.net/b/us/109/s2923#it"",""http://watchdog.net/b/us/109/s3497#it"",""http://watchdog.net/b/us/109/s3499#it"",""http://watchdog.net/b/us/109/s3760#it"",""http://watchdog.net/b/us/109/s3841#it"",""http://watchdog.net/b/us/109/s3848#it"",""http://watchdog.net/b/us/109/s3882#it"",""http://watchdog.net/b/us/109/s419#it"",""http://watchdog.net/b/us/109/s420#it"",""http://watchdog.net/b/us/109/s505#it"",""http://watchdog.net/b/us/109/s7#it"",""http://watchdog.net/b/us/109/s750#it"",""http://watchdog.net/b/us/109/s783#it"",""http://watchdog.net/b/us/109/sr11#it"",""http://watchdog.net/b/us/109/sc84#it"",""http://watchdog.net/b/us/110/s1273#it"",""http://watchdog.net/b/us/110/s1320#it"",""http://watchdog.net/b/us/110/s1341#it"",""http://watchdog.net/b/us/110/s1654#it"",""http://watchdog.net/b/us/110/s1749#it"",""http://watchdog.net/b/us/110/s1862#it"",""http://watchdog.net/b/us/110/s1929#it"",""http://watchdog.net/b/us/110/s1984#it"",""http://watchdog.net/b/us/110/s2015#it"",""http://watchdog.net/b/us/110/s2294#it"",""http://watchdog.net/b/us/110/s2410#it"",""http://watchdog.net/b/us/110/s2442#it"",""http://watchdog.net/b/us/110/s2762#it"",""http://watchdog.net/b/us/110/s300#it"",""http://watchdog.net/b/us/110/s3128#it"",""http://watchdog.net/b/us/110/s3157#it"",""http://watchdog.net/b/us/110/s3473#it"",""http://watchdog.net/b/us/110/s3599#it"",""http://watchdog.net/b/us/110/s3600#it"",""http://watchdog.net/b/us/110/s3601#it"",""http://watchdog.net/b/us/110/s3602#it"",""http://watchdog.net/b/us/110/s3641#it"",""http://watchdog.net/b/us/110/s501#it"",""http://watchdog.net/b/us/110/sr245#it"",""http://watchdog.net/b/us/110/sr586#it"",""http://watchdog.net/b/us/110/s14#it""]"	Presbyterian	27	"LLB, University of Arizona, 1966; BA, Political Science, University of Arizona, 1964."	171	53	934	0.886111	25
