Leonard	Leonard	N00004208	{"opensecrets_contributors":[{"org_name":"Knapp Properties", "total":"15400"}, {"org_name":"PAC to the Future", "total":"15000"}, {"org_name":"Principal Financial Group", "total":"15000"}, {"org_name":"National Education Assn", "total":"10250"}, {"org_name":"American Assn for Justice", "total":"10000"}, {"org_name":"American Bankers Assn", "total":"10000"}, {"org_name":"American Crystal Sugar", "total":"10000"}, {"org_name":"American Federation of Teachers", "total":"10000"}, {"org_name":"American Fedn of St/Cnty/Munic Employees", "total":"10000"}, {"org_name":"AmeriPAC: The Fund for a Greater America", "total":"10000"}]}
Barbara	Barbara	N00006692	{"opensecrets_contributors":[{"org_name":"EMILY's List", "total":"368127"}, {"org_name":"University of California", "total":"147690"}, {"org_name":"Girardi & Keese", "total":"92000"}, {"org_name":"News Corp", "total":"84200"}, {"org_name":"League of Conservation Voters", "total":"71518"}, {"org_name":"Cotchett, Pitre & McCarthy", "total":"68050"}, {"org_name":"Time Warner", "total":"66750"}, {"org_name":"Cisco Systems", "total":"49601"}, {"org_name":"Stanford University", "total":"44800"}, {"org_name":"Latham & Watkins", "total":"42350"}]}
Kevin	Kevin	N00005883	{"opensecrets_contributors":[{"org_name":"PricewaterhouseCoopers", "total":"13750"}, {"org_name":"National Cattlemen's Beef Assn", "total":"12000"}, {"org_name":"New York Life Insurance", "total":"11000"}, {"org_name":"American Academy of Orthopaedic Surgeons", "total":"10000"}, {"org_name":"American Crystal Sugar", "total":"10000"}, {"org_name":"Blue Cross/Blue Shield", "total":"10000"}, {"org_name":"Caterpillar Inc", "total":"10000"}, {"org_name":"Express Scripts", "total":"10000"}, {"org_name":"Real Estate Roundtable", "total":"10000"}, {"org_name":"Anadarko Petroleum", "total":"8500"}]}
Corrine	Corrine	N00002713	{"opensecrets_contributors":[{"org_name":"CSX Corp", "total":"10000"}, {"org_name":"Machinists/Aerospace Workers Union", "total":"10000"}, {"org_name":"United Transportation Union", "total":"10000"}, {"org_name":"Tavistock Financial", "total":"7500"}, {"org_name":"Vulcan Materials", "total":"7500"}, {"org_name":"Terrell Hogan", "total":"5500"}, {"org_name":"Akerman, Senterfitt & Eidson", "total":"5000"}, {"org_name":"Amick Construction", "total":"5000"}, {"org_name":"Berkshire Hathaway", "total":"5000"}, {"org_name":"Breedlove Dennis & Assoc", "total":"5000"}]}
Sherrod	Sherrod	N00003535	{"opensecrets_contributors":[{"org_name":"JStreetPAC", "total":"71175"}, {"org_name":"Ohio State University", "total":"69220"}, {"org_name":"Kohrman, Jackson & Krantz", "total":"59500"}, {"org_name":"Cleveland Clinic", "total":"57971"}, {"org_name":"Forest City Enterprises", "total":"51600"}, {"org_name":"American Electric Power", "total":"42350"}, {"org_name":"Squire Sanders", "total":"39400"}, {"org_name":"Baker & Hostetler", "total":"38906"}, {"org_name":"Case Western Reserve University", "total":"35450"}, {"org_name":"Vorys, Sater et al", "total":"34167"}]}
Richard	Richard	N00002221	{"opensecrets_contributors":[{"org_name":"New Breed Inc", "total":"82550"}, {"org_name":"Reynolds American", "total":"72151"}, {"org_name":"Scana Corp", "total":"62099"}, {"org_name":"Womble, Carlyle et al", "total":"54677"}, {"org_name":"Duke Energy", "total":"51395"}, {"org_name":"Wells Fargo", "total":"41540"}, {"org_name":"Bank of America", "total":"37020"}, {"org_name":"BB&T Corp", "total":"34652"}, {"org_name":"Northwestern Mutual", "total":"32220"}, {"org_name":"Lowe's Companies", "total":"29850"}]}
Dan	Dan	N00000010	{"opensecrets_contributors":[{"org_name":"Butler Toyota", "total":"10000"}, {"org_name":"Citizens United", "total":"10000"}, {"org_name":"IDT Corp", "total":"9250"}, {"org_name":"Del Mar Country Club", "total":"7500"}, {"org_name":"Humane Society of the US", "total":"5500"}, {"org_name":"Bank of S E Europe", "total":"5000"}, {"org_name":"Corp Travel Coordinators of Americ", "total":"5000"}, {"org_name":"Credit Union National Assn", "total":"5000"}, {"org_name":"Indep Insurance Agents & Brokers/America", "total":"5000"}, {"org_name":"JM Eagle", "total":"5000"}]}
Robert	Robert	N00001619	{"opensecrets_contributors":[{"org_name":"Operating Engineers Union", "total":"15200"}, {"org_name":"American Federation of Teachers", "total":"10000"}, {"org_name":"Carpenters & Joiners Union", "total":"10000"}, {"org_name":"Comcast Corp", "total":"10000"}, {"org_name":"Intl Brotherhood of Electrical Workers", "total":"10000"}, {"org_name":"Cozen O'Connor", "total":"9700"}, {"org_name":"Sunoco Inc", "total":"8000"}, {"org_name":"Cohen, Placitella & Roth", "total":"7200"}, {"org_name":"International Longshoremens Assn", "total":"7000"}, {"org_name":"American Assn for Justice", "total":"5000"}]}
Mary	Mary	N00007068	{"opensecrets_contributors":[{"org_name":"Comcast Corp", "total":"14500"}, {"org_name":"National Amusements Inc", "total":"13750"}, {"org_name":"Cke Restaurants", "total":"12750"}, {"org_name":"Qualcomm Inc", "total":"12000"}, {"org_name":"Google Inc", "total":"11000"}, {"org_name":"Verizon Communications", "total":"10250"}, {"org_name":"American College of Radiology", "total":"10000"}, {"org_name":"American Home Furnishings Alliance", "total":"10000"}, {"org_name":"AT&T Inc", "total":"10000"}, {"org_name":"Every Republican is Crucial PAC", "total":"10000"}]}
Tammy	Tammy	N00004367	{"opensecrets_contributors":[{"org_name":"EMILY's List", "total":"208283"}, {"org_name":"Democracy Engine", "total":"64800"}, {"org_name":"JStreetPAC", "total":"54615"}, {"org_name":"League of Conservation Voters", "total":"52803"}, {"org_name":"University of Wisconsin", "total":"36585"}, {"org_name":"Council for a Livable World", "total":"22214"}, {"org_name":"Gay & Lesbian Victory Fund", "total":"16400"}, {"org_name":"Independent Action", "total":"13430"}, {"org_name":"Foley & Lardner", "total":"12750"}, {"org_name":"Marshfield Clinic", "total":"11550"}]}
Shelley	Shelley	N00009818	{"opensecrets_contributors":[{"org_name":"EMILY's List", "total":"88049"}, {"org_name":"NorPAC", "total":"59750"}, {"org_name":"MGM Resorts International", "total":"53700"}, {"org_name":"DaVita Inc", "total":"49300"}, {"org_name":"Diamond Resorts", "total":"44000"}, {"org_name":"Cantor Fitzgerald", "total":"27000"}, {"org_name":"Caesars Entertainment", "total":"26000"}, {"org_name":"Fresenius Medical Care", "total":"24500"}, {"org_name":"Brownstein, Hyatt et al", "total":"23650"}, {"org_name":"Station Casinos", "total":"20200"}]}
Judy	Judy	N00004762	{"opensecrets_contributors":[{"org_name":"Molex Inc", "total":"15500"}, {"org_name":"Tuesday Group PAC", "total":"15000"}, {"org_name":"DeVry Inc", "total":"14500"}, {"org_name":"AFLAC Inc", "total":"12500"}, {"org_name":"AON Corp", "total":"12500"}, {"org_name":"Exelon Corp", "total":"12500"}, {"org_name":"Northern Trust", "total":"11000"}, {"org_name":"US House of Representatives", "total":"10100"}, {"org_name":"American Bankers Assn", "total":"10000"}, {"org_name":"American Financial Services Assn", "total":"10000"}]}
Joe	Joe	N00007089	{"opensecrets_contributors":[{"org_name":"Blue Dog PAC", "total":"20000"}, {"org_name":"Cash America International", "total":"14900"}, {"org_name":"American Assn for Justice", "total":"12000"}, {"org_name":"AT&T Inc", "total":"10000"}, {"org_name":"Comcast Corp", "total":"10000"}, {"org_name":"Committee for Hispanic Causes-BOLD PAC", "total":"10000"}, {"org_name":"Latino PAC", "total":"10000"}, {"org_name":"Teamsters Union", "total":"8500"}, {"org_name":"Rent-A-Center", "total":"8072"}, {"org_name":"American Fedn of St/Cnty/Munic Employees", "total":"7500"}]}
John	John	N00013873	{"opensecrets_contributors":[{"org_name":"Wal-Mart Stores", "total":"51750"}, {"org_name":"Stephens Group", "total":"48600"}, {"org_name":"Elliott Management", "total":"45146"}, {"org_name":"Arvest Bank Group", "total":"27650"}, {"org_name":"Tyson Foods", "total":"19900"}, {"org_name":"Murray Energy", "total":"18975"}, {"org_name":"American Interventional Pain Physicians", "total":"15000"}, {"org_name":"Defend America PAC", "total":"15000"}, {"org_name":"Independent Petroleum Assn of America", "total":"15000"}, {"org_name":"Lindsey & Assoc", "total":"14900"}]}
Timothy	Timothy	N00025413	{"opensecrets_contributors":[{"org_name":"Renaissance Technologies", "total":"27500"}, {"org_name":"Boies, Schiller & Flexner", "total":"11500"}, {"org_name":"Operating Engineers Union", "total":"11250"}, {"org_name":"Communications Workers of America", "total":"10500"}, {"org_name":"Honeywell International", "total":"10124"}, {"org_name":"Air Line Pilots Assn", "total":"10000"}, {"org_name":"American Crystal Sugar", "total":"10000"}, {"org_name":"American Federation of Teachers", "total":"10000"}, {"org_name":"American Fedn of St/Cnty/Munic Employees", "total":"10000"}, {"org_name":"AmeriPAC: The Fund for a Greater America", "total":"10000"}]}
